Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
904,SANATHAN,SANATHAN TEXTILES LIMITED,315839.988778
905,TVSSRICHAK,TVS SRICHAKRA LIMITED,314478.41624825395
906,PFS,PTC INDIA FINANCIAL SERVICES LIMITED,314082.15805044834
907,SAKSOFT,SAKSOFT LIMITED,313892.30073809525
908,APOLLO,APOLLO MICRO SYSTEMS LIMITED,313822.4101891905
909,CAPACITE,CAPACITE INFRAPROJECTS LIMITED,313490.88088730554
910,REPCOHOME,REPCO HOME FINANCE LIMITED,313301.5909304048
911,MARATHON,MARATHON NEXTGEN REALTY LIMITED,310349.98057357146
912,INDOCO,INDOCO REMEDIES LIMITED,309881.4561795238
913,BAJEL,BAJEL PROJECTS LIMITED,308911.05231101584
914,KCP,KCP LIMITED,308346.6728381269
915,SURAJEST,SURAJ ESTATE DEVELOPERS LIMITED,308328.7333547143
916,ASHAPURMIN,ASHAPURA MINECHEM LIMITED,307096.0420676072
917,WENDT,WENDT (INDIA) LIMITED,307018.7857142857
918,GENESYS,GENESYS INTERNATIONAL CORPORATION LIMITED,306845.0327737699
919,JASH,JASH ENGINEERING LIMITED,304329.8712252579
920,POKARNA,POKARNA LIMITED,303436.8861904762
921,ADFFOODS,ADF FOODS LIMITED,303290.7482569603
922,EVEREADY,EVEREADY INDUSTRIES INDIA LIMITED,302875.9863181746
923,SALASAR,SALASAR TECHNO ENGINEERING LIMITED,301419.7533616508
924,FINOPB,FINO PAYMENTS BANK LIMITED,301063.73097277776
925,SAGCEM,SAGAR CEMENTS LIMITED,299707.01328424603
926,NSIL,NALWA SONS INVESTMENTS LIMITED,299377.3619183611
927,TASTYBITE,TASTY BITE EATABLES LIMITED,298191.30629365076
928,RPEL,RAGHAV PRODUCTIVITY ENHANCERS LIMITED,297427.5575888889
929,HINDOILEXP,HINDUSTAN OIL EXPLORATION COMPANY LIMITED,297397.48140452383
930,SUVEN,SUVEN LIFE SCIENCES LIMITED,297241.74539493653
931,KOLTEPATIL,KOLTE - PATIL DEVELOPERS LIMITED,296689.8458370396
932,PREMEXPLN,PREMIER EXPLOSIVES LIMITED,296673.2610986905
933,SPECTRUM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,293065.50149301585
934,NRBBEARING,NRB BEARING LIMITED,292799.7130785714
935,DOLLAR,DOLLAR INDUSTRIES LIMITED,292318.0333755556
936,ORIENTHOT,ORIENTAL HOTELS LIMITED,291717.6638152222
937,SOMANYCERA,SOMANY CERAMICS LIMITED,291715.5801730952
938,IDEAFORGE,IDEAFORGE TECHNOLOGY LIMITED,291433.074580746
939,FOSECOIND,FOSECO INDIA LIMITED,291417.4948011747
940,VADILALIND,VADILAL INDUSTRIES LIMITED,291275.8008199206
941,AJMERA,AJMERA REALTY & INFRA INDIA LIMITED,291262.46189953573
942,HITECH,HI-TECH PIPES LIMITED,289724.1098524326
943,AUTOAXLES,AUTOMOTIVE AXLES LIMITED,287666.57874315477
944,GLOBUSSPR,GLOBUS SPIRITS LIMITED,284669.6620322778
945,GEPIL,GE POWER INDIA LIMITED,284314.84555909917
946,TCPLPACK,TCPL PACKAGING LIMITED,283976.0083333333
947,NILKAMAL,NILKAMAL LIMITED,283462.71856128966
948,ARKADE,ARKADE DEVELOPERS LIMITED,283112.90736570884
949,SUMMITSEC,SUMMIT SECURITIES LIMITED,282976.18832485704
950,RAJRATAN,RAJRATAN GLOBAL WIRE LIMITED,282312.9513888889
951,DREDGECORP,DREDGING CORPORATION OF INDIA LIMITED,281923.44444444444
952,STANLEY,STANLEY LIFESTYLES LIMITED,281334.2862888889
953,VISHNU,VISHNU CHEMICALS LIMITED,281153.27111829363
954,FUSION,FUSION FINANCE LIMITED,280845.99941157154
955,THEJO,THEJO ENGINEERING LIMITED,280718.6072413691
956,SHALBY,SHALBY LIMITED,279756.10527697625
957,DEEPINDS,DEEP INDUSTRIES LIMITED,277147.68253968254
958,VENKEYS,VENKY'S (INDIA) LIMITED,277131.9238428968
959,HLEGLAS,HLE GLASCOAT LIMITED,276865.2824571429
960,KICL,KALYANI INVESTMENT COMPANY LIMITED,276151.7173752935
961,DAMCAPITAL,DAM CAPITAL ADVISORS LIMITED,275239.503
962,VINDHYATEL,VINDHYA TELELINKS LIMITED,273257.8104080634
963,FILATEX,FILATEX INDIA LIMITED,272791.12443611113
964,SIYSIL,SIYARAM SILK MILLS LIMITED,272495.8092085238
965,MONARCH,MONARCH NETWORTH CAPITAL LIMITED,270421.02472438896
966,MAYURUNIQ,MAYUR UNIQUOTERS LIMITED,270114.312281746
967,MMFL,MM FORGINGS LIMITED,269519.7700063492
968,UNITECH,UNITECH LIMITED,268837.39115569444
969,HUHTAMAKI,HUHTAMAKI INDIA LIMITED,268426.53113145236
970,RANEHOLDIN,RANE HOLDINGS LIMITED,267734.30152154365
971,SMLISUZU,SML ISUZU LIMITED,267567.5837188255
972,VAKRANGEE,VAKRANGEE LIMITED,267165.8738425911
973,SASKEN,SASKEN TECHNOLOGIES LIMITED,266168.27448874223
974,KALAMANDIR,SAI SILKS (KALAMANDIR) LIMITED,264480.46873966657
975,RPTECH,RASHI PERIPHERALS LIMITED,263317.5403973611
976,HINDWAREAP,HINDWARE HOME INNOVATION LIMITED,262816.18930046825
977,PSPPROJECT,PSP PROJECTS LIMITED,262535.3117148573
978,KRSNAA,KRSNAA DIAGNOSTICS LIMITED,261798.9917050159
979,CONFIPET,CONFIDENCE PETROLEUM INDIA LIMITED,261275.68036223415
980,XPROINDIA,XPRO INDIA LIMITED,260951.74767789693
981,LANDMARK,LANDMARK CARS LIMITED,260265.2223165873
982,SENORES,SENORES PHARMACEUTICALS LIMITED,259201.106661
983,STYLEBAAZA,BAAZAR STYLE RETAIL LIMITED,259010.05559139236
984,STOVEKRAFT,STOVE KRAFT LIMITED,258242.7052689524
985,SOLARA,SOLARA ACTIVE PHARMA SCIENCES LIMITED,258195.83792259914
986,DCW,DCW LIMITED,257695.39459246842
987,SABTNL,SRI ADHIKARI BROTHERS TELEVISION NETWORK LIMITED,256995.870933758
988,JYOTISTRUC,JYOTI STRUCTURES LIMITED,254698.8674551747
989,ACCELYA,ACCELYA SOLUTIONS INDIA LIMITED,253325.18474511508
990,EIHAHOTELS,EIH ASSOCIATED HOTELS LIMITED,251633.5243446827
991,PENIND,PENNAR INDUSTRIES LIMITED,251478.29907873814
992,SMSPHARMA,SMS PHARMACEUTICALS LIMITED,249384.00698607933
993,DOLATALGO,DOLAT ALGOTECH LIMITED,249011.3650793651
994,DISHTV,DISH TV INDIA LIMITED,248585.64174762694
995,MANGLMCEM,MANGALAM CEMENT LIMITED,248556.8059229365
996,BFINVEST,BF INVESTMENT LIMITED,248209.19048415864
997,PRECAM,PRECISION CAMSHAFTS LIMITED,247748.76416395642
998,IOLCP,IOL CHEMICALS AND PHARMACEUTICALS LIMITED,247712.75781417455
999,INTERARCH,INTERARCH BUILDING PRODUCTS LIMITED,247582.2889359716
1000,MOLDTKPAC,MOLD-TEK PACKAGING LIMITED,246948.6672639366
1001,RAMRAT,RAM RATNA WIRES LIMITED,246908.61904761905
1002,LUMAXIND,LUMAX INDUSTRIES LIMITED,246320.93601255547
1003,INDIANHUME,INDIAN HUME PIPE COMPANY LIMITED,245117.19591396823
1004,MANINDS,MAN INDUSTRIES (INDIA) LIMITED,244860.59172430154
1005,UDS,UPDATER SERVICES LIMITED,244427.95292976205
1006,INSECTICID,INSECTICIDES (INDIA) LIMITED,241260.48665328964
1007,MOL,MEGHMANI ORGANICS LIMITED,241148.8083371825
1008,THEMISMED,THEMIS MEDICARE LIMITED,240956.72434485715
1009,DREAMFOLKS,DREAMFOLKS SERVICES LIMITED,240771.68505099198
1010,PIXTRANS,PIX TRANSMISSIONS LIMITED,240752.47192539685
1011,ECOSMOBLTY,ECOS (INDIA) MOBILITY & HOSPITALITY LIMITED,240459.62962962964
1012,PARACABLES,PARAMOUNT COMMUNICATIONS LIMITED,240236.0253067698
1013,ESAFSFB,ESAF SMALL FINANCE BANK LIMITED,239401.5292110674
1014,DOLPHIN,DOLPHIN OFFSHORE ENTERPRISES (INDIA) LIMITED,239193.09876
1015,INDOTECH,INDO TECH TRANSFORMERS LIMITED,238903.3057142857
1016,TARSONS,TARSONS PRODUCTS LIMITED,237761.97890618254
1017,DEN,DEN NETWORKS LIMITED,237374.54924474604
1018,KMEW,KNOWLEDGE MARINE & ENGINEERING WORKS LIMITED,237340.3029516129
1019,HMAAGRO,HMA AGRO INDUSTRIES LIMITED,237242.46059174588
1020,PANAMAPET,PANAMA PETROCHEM LIMITED,237089.77401549215
1021,NELCO,NELCO LIMITED,236626.53635238094
1022,AEROFLEX,AEROFLEX INDUSTRIES LIMITED,236361.30349412694
1023,MOTISONS,MOTISONS JEWELLERS LIMITED,235969.43651428568
1024,PARAGMILK,PARAG MILK FOODS LIMITED,235556.1044276943
1025,FMGOETZE,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,235454.82201547618
1026,VIDHIING,VIDHI SPECIALTY FOOD INGREDIENTS LIMITED,234989.44125
1027,IPL,INDIA PESTICIDES LIMITED,234141.48730386913
1028,OWAIS,OWAIS METAL AND MINERAL PROCESSING LIMITED,232637.28869645225
1029,NITINSPIN,NITIN SPINNERS LIMITED,232444.49023809526
1030,APOLLOPIPE,APOLLO PIPES LIMITED,231053.98222395242
1031,63MOONS,63 MOONS TECHNOLOGIES LIMITED,230923.31958082932
1032,DIAMONDYD,PRATAAP SNACKS LIMITED,230886.52468198413
1033,AXISCADES,AXISCADES TECHNOLOGIES LIMITED,230579.7919968532
1034,UGROCAP,UGRO CAPITAL LIMITED,230251.0799318095
1035,SANSTAR,SANSTAR LIMITED,229274.06615930557
1036,ASTEC,ASTEC LIFESCIENCES LIMITED,228877.60771818255
1037,RUPA,RUPA & COMPANY LIMITED,227297.2867361905
1038,CUPID,CUPID LIMITED,226993.3843365554
1039,UNIVCABLES,UNIVERSAL CABLES LIMITED,225784.07908022212
1040,TATVA,TATVA CHINTAN PHARMA CHEM LIMITED,225676.98560164685
1041,SPAL,S. P. APPARELS LIMITED,225317.0102238095
1042,CENTUM,CENTUM ELECTRONICS LIMITED,224512.27343633346
1043,CARYSIL,CARYSIL LIMITED,224269.312143762
1044,BARBEQUE,BARBEQUE NATION HOSPITALITY LIMITED,224147.53243451988
1045,VSSL,VARDHMAN SPECIAL STEELS LIMITED,224104.2086086667
1046,GREENPOWER,ORIENT GREEN POWER COMPANY LIMITED,223209.02275687704
1047,RAMCOIND,RAMCO INDUSTRIES LIMITED,222938.13627036507
1048,TIL,TIL LIMITED,222610.76483320628
1049,MUKANDLTD,MUKAND LIMITED,222255.16215432537
1050,JITFINFRA,JITF INFRALOGISTICS LIMITED,221570.84166400792
1051,SANGHIIND,SANGHI INDUSTRIES LIMITED,221011.42436190476
1052,NIITLTD,NIIT LIMITED,220879.27073711515
1053,TTKHLTCARE,TTK HEALTHCARE LIMITED,220241.65028603585
1054,AHL,ABANS HOLDINGS LIMITED,219783.25431187302
1055,IKIO,IKIO LIGHTING LIMITED,219683.88604822612
1056,POCL,PONDY OXIDES & CHEMICALS LIMITED,219293.42148028192
1057,OMAXE,OMAXE LIMITED,219177.7008357301
1058,PNBGILTS,PNB GILTS LIMITED,219084.1908884643
1059,KIRIINDUS,KIRI INDUSTRIES LIMITED,218886.2055612698
1060,DEEDEV,DEE DEVELOPMENT ENGINEERS LIMITED,218851.28084623005
1061,AMRUTANJAN,AMRUTANJAN HEALTH CARE LIMITED,218684.36485944444
1062,KODYTECH,KODY TECHNOLAB LIMITED,218618.22589333332
1063,YASHO,YASHO INDUSTRIES LIMITED,217577.5708031746
1064,ATFL,AGRO TECH FOODS LIMITED,216796.90222515873
1065,COSMOFIRST,COSMO FIRST LIMITED,216672.3299176548
1066,APCOTEXIND,APCOTEX INDUSTRIES LIMITED,216663.58531746033
1067,SDBL,SOM DISTILLERIES & BREWERIES LIMITED,214003.2792094961
1068,HESTERBIO,HESTER BIOSCIENCES LIMITED,213662.80980208333
1069,GANDHAR,GANDHAR OIL REFINERY (INDIA) LIMITED,212902.28240463094
1070,IGARASHI,IGARASHI MOTORS INDIA LIMITED,211171.7175762698
1071,ALPEXSOLAR,ALPEX SOLAR LIMITED,210729.18186666668
1072,HUBTOWN,HUBTOWN LIMITED,210536.31724511116
1073,PLATIND,PLATINUM INDUSTRIES LIMITED,210448.31255770635
1074,ANDHRAPAP,ANDHRA PAPER LIMITED,210316.7494588334
1075,CANTABIL,CANTABIL RETAIL INDIA LIMITED,210261.71789917455
1076,GOCLCORP,GOCL CORPORATION LIMITED,210191.48864083333
1077,SURAKSHA,SURAKSHA DIAGNOSTIC LIMITED,210116.754577
1078,UNIPARTS,UNIPARTS INDIA LIMITED,209633.94785718247
1079,SBGLP,SURATWWALA BUSINESS GROUP LIMITED,209616.57132158734
1080,NAVKARCORP,NAVKAR CORPORATION LIMITED,209573.111931627
1081,HIL,HIL LIMITED,209290.46993641273
1082,SESHAPAPER,SESHASAYEE PAPER AND BOARDS LIMITED,208640.4190174603
1083,BLKASHYAP,B. L. KASHYAP AND SONS LIMITED,208240.71720634922
1084,DLINKINDIA,D-LINK (INDIA) LIMITED,208139.8567274206
1085,SATIN,SATIN CREDITCARE NETWORK LIMITED,207973.42778728573
1086,IFGLEXPOR,IFGL REFRACTORIES LIMITED,207453.86393653977
1087,EKC,EVEREST KANTO CYLINDER LIMITED,207345.36963405163
1088,ALICON,ALICON CASTALLOY LIMITED,206632.23152
1089,SANGAMIND,SANGAM (INDIA) LIMITED,205211.33356034532
1090,TAJGVK,TAJ GVK HOTELS & RESORTS LIMITED,205046.57823827383
1091,TALBROAUTO,TALBROS AUTOMOTIVE COMPONENTS LIMITED,204702.7930488492
1092,UNIECOM,UNICOMMERCE ESOLUTIONS LIMITED,204600.2736453594
1093,MICEL,MIC ELECTRONICS LIMITED,204086.16965913892
1094,EXPLEOSOL,EXPLEO SOLUTIONS LIMITED,203696.14327113488
1095,BLSE,BLS E-SERVICES LIMITED,203476.41514028565
1096,VERANDA,VERANDA LEARNING SOLUTIONS LIMITED,199868.40676073421
1097,AWHCL,ANTONY WASTE HANDLING CELL LIMITED,199791.7383642857
1098,JAGRAN,JAGRAN PRAKASHAN LIMITED,199473.74885300788
1099,DIVGIITTS,DIVGI TORQTRANSFER SYSTEMS LIMITED,197427.96388769447
1100,JINDRILL,JINDAL DRILLING AND INDUSTRIES LIMITED,195292.15941787302
1101,HARIOMPIPE,HARIOM PIPE INDUSTRIES LIMITED,195153.4690981348
1102,MBAPL,MADHYA BHARAT AGRO PRODUCTS LIMITED,194570.33483552388
1103,YATRA,YATRA ONLINE LIMITED,194334.60273404364
1104,SHRIRAMPPS,SHRIRAM PROPERTIES LIMITED,194255.5830635834
1105,VERTOZ,VERTOZ LIMITED,191917.50260714287
1106,MASTERTR,MASTER TRUST LIMITED,191320.6554
1107,WINDLAS,WINDLAS BIOTECH LIMITED,190028.03280649998
1108,JPASSOCIAT,JAIPRAKASH ASSOCIATES LIMITED,189908.18898947368
1109,GMBREW,GM BREWERIES LIMITED,189818.4096349683
1110,UDAICEMENT,UDAIPUR CEMENT WORKS LIMITED,189411.9068893571
1111,WEL,WONDER ELECTRICALS LIMITED,189317.6217111111
1112,STERTOOLS,STERLING TOOLS LIMITED,188874.93827300004
1113,WHEELS,WHEELS INDIA LIMITED,188708.46513839683
1114,RAMASTEEL,RAMA STEEL TUBES LIMITED,188616.09786315475
1115,ROSSTECH,ROSSELL TECHSYS LIMITED,187162.998375
1116,BSHSL,BOMBAY SUPER HYBRID SEEDS LIMITED,186314.2251182222
1117,RELTD,RAVINDRA ENERGY LIMITED,186293.0850736368
1118,GPTINFRA,GPT INFRAPROJECTS LIMITED,186167.24831031746
1119,SIRCA,SIRCA PAINTS INDIA LIMITED,185732.2335238095
1120,GKWLIMITED,GKW LIMITED,185729.30804960316
1121,CAMLINFINE,CAMLIN FINE SCIENCES LIMITED,185538.4541601666
1122,IGPL,IG PETROCHEMICALS LIMITED,184976.10982503966
1123,DANISH,DANISH POWER LIMITED,184756.301852907
1124,SALZERELEC,SALZER ELECTRONICS LIMITED,184733.80548024608
1125,GRPLTD,GRP LIMITED,183137.93834247222
1126,ROTO,ROTO PUMPS LIMITED,182903.46316873017
1127,SYNCOMF,SYNCOM FORMULATIONS (INDIA) LIMITED,182712.87301587302
1128,SIGACHI,SIGACHI INDUSTRIES LIMITED,182431.586897365
1129,DPSCLTD,DPSC LIMITED,182121.07529866666
1130,MUFIN,MUFIN GREEN FINANCE LIMITED,181549.98962226594
1131,HERANBA,HERANBA INDUSTRIES LIMITED,181164.94143246423
1132,EXCELINDUS,EXCEL INDUSTRIES LIMITED,181053.58176063493
1133,GNA,GNA AXLES LIMITED,180968.31370793653
1134,SUYOG,SUYOG TELEMATICS LIMITED,180816.7988678261
1135,SURYODAY,SURYODAY SMALL FINANCE BANK LIMITED,180591.5025084127
1136,RIIL,RELIANCE INDUSTRIAL INFRASTRUCTURE LIMITED,180118.79206349206
1137,ATULAUTO,ATUL AUTO LIMITED,179178.34180253968
1138,GTPL,GTPL HATHWAY LIMITED,177814.5953307779
1139,SADHNANIQ,SADHANA NITROCHEM LIMITED,177644.5702080833
1140,ADORWELD,ADOR WELDING LIMITED,177528.62976354363
1141,PANACEABIO,PANACEA BIOTEC LIMITED,177457.02243890468
1142,SAHASRA,SAHASRA ELECTRONIC SOLUTIONS LIMITED,177087.26360159172
1143,AGARIND,AGARWAL INDUSTRIAL CORPORATION LIMITED,176202.75442003575
1144,DSSL,DYNACONS SYSTEMS & SOLUTIONS LIMITED,174272.54456964287
1145,GODAVARIB,GODAVARI BIOREFINERIES LIMITED,173377.5084600715
1146,BIGBLOC,BIGBLOC CONSTRUCTION LIMITED,173372.03420529762
1147,HIRECT,HIND RECTIFIERS LIMITED,172809.9549902778
1148,SWELECTES,SWELECT ENERGY SYSTEMS LIMITED,172294.82708285714
1149,DCMSRIND,DCM SHRIRAM INDUSTRIES LIMITED,172089.9425681031
1150,BCG,BRIGHTCOM GROUP LIMITED  ,171792.41545475923
1151,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LIMITED,171332.9654603254
1152,IRMENERGY,IRM ENERGY LIMITED,171075.1442204722
1153,BHARATWIRE,BHARAT WIRE ROPES LIMITED,170803.20223473414
1154,PENINLAND,PENINSULA LAND LIMITED,170632.03699817462
1155,INDNIPPON,INDIA NIPPON ELECTRICALS LIMITED,169604.0366724286
1156,KOKUYOCMLN,KOKUYO CAMLIN LIMITED,169341.32354586897
1157,ARMANFIN,ARMAN FINANCIAL SERVICES LIMITED,169134.90303403966
1158,MADRASFERT,MADRAS FERTILIZERS LIMITED,168551.34011777779
1159,ZOTA,ZOTA HEALTH CARE LIMITED,168371.13891375792
1160,BOROSCI,BOROSIL SCIENTIFIC LIMITED,167762.34387543655
1161,SPIC,SOUTHERN PETROCHEMICALS INDUSTRIES CORPORATION  LIMITED,167209.40312826185
1162,OAL,ORIENTAL AROMATICS LIMITED,167160.25000257147
1163,NDRAUTO,NDR AUTO COMPONENTS LIMITED,166776.65251509522
1164,HIMATSEIDE,HIMATSINGKA SEIDE LIMITED,166499.6839880476
1165,HITECHGEAR,THE HI-TECH GEARS LIMITED,166244.47292379363
1166,OMINFRAL,OM INFRA LIMITED,166075.918620492
1167,BETA,BETA DRUGS LIMITED,165434.5291306746
1168,TEXINFRA,TEXMACO INFRASTRUCTURE & HOLDINGS LIMITED,164703.62078904765
1169,AMNPLST,AMINES & PLASTICIZERS LIMITED,164266.14
1170,MANGCHEFER,MANGALORE CHEMICALS & FERTILIZERS LIMITED,163771.00656428572
1171,DYCL,DYNAMIC CABLES LIMITED,163176.16872989683
1172,BCLIND,BCL INDUSTRIES LIMITED,163063.85638061908
1173,RML,RANE (MADRAS) LIMITED,162899.55351692857
1174,MSPL,MSP STEEL & POWER LIMITED,162897.79094444445
1175,ASALCBR,ASSOCIATED ALCOHOLS & BREWERIES LIMITED,162789.6366
1176,EVERESTIND,EVEREST INDUSTRIES LIMITED,162040.43597616267
1177,CEWATER,CONCORD ENVIRO SYSTEMS LIMITED,160419.95135516668
1178,MONTECARLO,MONTE CARLO FASHIONS LIMITED,160133.3928247937
1179,TFCILTD,TOURISM FINANCE CORPORATION OF INDIA LIMITED,159057.9619671032
1180,ALLDIGI,ALLDIGI TECH LIMITED,158720.16624273814
1181,BUTTERFLY,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,158581.32953313887
1182,EIMCOELECO,EIMCO ELECON (INDIA) LIMITED,157719.68625914684
1183,SMCGLOBAL,SMC GLOBAL SECURITIES LIMITED,157646.37452380953
1184,5PAISA,5PAISA CAPITAL LIMITED,157536.53804744442
1185,MATRIMONY,MATRIMONY.COM LIMITED,157107.72356744448
1186,YUKEN,YUKEN INDIA LIMITED,156426.2142857143
1187,IMPAL,INDIA MOTOR PARTS AND ACCESSORIES LIMITED,156064.0342857143
1188,LIKHITHA,LIKHITHA INFRASTRUCTURE LIMITED,155986.86547619046
1189,KABRAEXTRU,KABRA EXTRUSION TECHNIK LIMITED,154742.30900144443
1190,SUBEXLTD,SUBEX LIMITED,154379.97607410717
1191,FAIRCHEMOR,FAIRCHEM ORGANICS LIMITED,154212.1227725952
1192,SPORTKING,SPORTKING INDIA LIMITED,153657.34623174602
1193,TECHLABS,TRIDENT TECHLABS LIMITED,153646.90008307944
1194,TBZ,TRIBHOVANDAS BHIMJI ZAVERI LIMITED,151578.70925158728
1195,STEELCAS,STEELCAST LIMITED,151145.33238095237
1196,WINDMACHIN,WINDSOR MACHINES LIMITED,150422.45080888888
1197,CENTRUM,CENTRUM CAPITAL LIMITED,150359.51519146032
1198,VINCOFE,VINTAGE COFFEE AND BEVERAGES LIMITED,149963.22584134
1199,ARIHANTSUP,ARIHANT SUPERSTRUCTURES LIMITED,149856.83056579367
1200,DVL,DHUNSERI VENTURES LIMITED,149793.3675535397
1201,CLSEL,CHAMAN LAL SETIA EXPORTS LIMITED,149573.24887511905
1202,HEXATRADEX,HEXA TRADEX LIMITED,148397.09622472222
1203,TNPL,TAMIL NADU NEWSPRINT & PAPERS LIMITED,147972.37265809524
1204,RICOAUTO,RICO AUTO INDUSTRIES LIMITED,147760.31701190476
1205,MAMATA,MAMATA MACHINERY LIMITED,147406.46382
1206,RAMCOSYS,RAMCO SYSTEMS LIMITED,147084.58786184125
1207,SHANKARA,SHANKARA BUILDING PRODUCTS LIMITED,146949.66460268255
1208,ORIENTTECH,ORIENT TECHNOLOGIES LIMITED,146631.27454129647
1209,PVSL,POPULAR VEHICLES AND SERVICES LIMITED,145979.92561967057
1210,PUNJABCHEM,PUNJAB CHEMICALS & CROP PROTECTION LIMITED,145802.58621265873
1211,ASIANENE,ASIAN ENERGY SERVICES LIMITED,145758.9032494762
1212,GPTHEALTH,GPT HEALTHCARE LIMITED,145707.54948474595
1213,ANDHRSUGAR,THE ANDHRA SUGARS LIMITED,145429.04319888892
1214,SOLEX,SOLEX ENERGY LIMITED,145380.06115079366
1215,KRISHANA,KRISHANA PHOSCHEM LIMITED,145002.09135952382
1216,AGIIL,AGI INFRA LIMITED,144897.46072551725
1217,KELLTONTEC,KELLTON TECH SOLUTIONS LIMITED,144264.93103323018
1218,JGCHEM,J.G.CHEMICALS LIMITED,144000.75771207147
1219,RISHABH,RISHABH INSTRUMENTS LIMITED,143819.17597355566
1220,ACLGATI,ALLCARGO GATI LIMITED,143639.48183530953
1221,CENTENKA,CENTURY ENKA LIMITED,143466.2851049523
1222,VIMTALABS,VIMTA LABS LIMITED,143453.99106013487
1223,KAMDHENU,KAMDHENU LIMITED,143167.04439761906
1224,VASCONEQ,VASCON ENGINEERS LIMITED,143125.25203846826
1225,BESTAGRO,BEST AGROLIFE LIMITED,143035.758295
1226,REMUS,REMUS PHARMACEUTICALS LIMITED,142286.0249047619
1227,ADSL,ALLIED DIGITAL SERVICES LIMITED,141691.903827016
1228,SHREDIGCEM,SHREE DIGVIJAY CEMENT CO.LIMITED,141675.38102824206
1229,KERNEX,KERNEX MICROSYSTEMS (INDIA) LIMITED,141273.74726591274
1230,LINCOLN,LINCOLN PHARMACEUTICALS LIMITED,141260.68999965081
1231,SPCENET,SPACENET ENTERPRISES INDIA LIMITED,140967.44590432142
1232,WEALTH,WEALTH FIRST PORTFOLIO MANAGERS LIMITED,140910.21863095238
1233,SIGNPOST,SIGNPOST INDIA LIMITED,140351.42797619046
1234,ONEPOINT,ONE POINT ONE SOLUTIONS LIMITED,140341.68935383332
1235,VLEGOV,VL E GOVERNANCE & IT SOLUTIONS LIMITED,139244.60010603967
1236,MACPOWER,MACPOWER CNC MACHINES LIMITED,139014.39324190476
1237,HERCULES,HERCULES HOISTS LIMITED,138613.81587301588
1238,VHL,VARDHMAN HOLDINGS LIMITED,137977.167394
1239,TVTODAY,TV TODAY NETWORK LIMITED,137840.56222355957
1240,MANALIPETC,MANALI PETROCHEMICALS LIMITED,137367.45725549205
1241,CAPITALSFB,CAPITAL SMALL FINANCE BANK LIMITED,136860.67301119844
1242,BLISSGVS,BLISS GVS PHARMA LIMITED,136730.47591161117
1243,ESTER,ESTER INDUSTRIES LIMITED,136479.6266763849
1244,WCIL,WESTERN CARRIERS (INDIA) LIMITED,135373.08838222388
1245,CHEMFAB,CHEMFAB ALKALIS LIMITED,135213.69186946034
1246,GRMOVER,GRM OVERSEAS LIMITED,134690.42857142858
1247,SAURASHCEM,SAURASHTRA CEMENT LIMITED,134589.6066561906
1248,RGL,RENAISSANCE GLOBAL LIMITED,134234.3184372897
1249,KROSS,KROSS LIMITED,134197.35994329458
1250,SPMLINFRA,SPML INFRA LIMITED,132645.6078959365
1251,DHAMPURSUG,DHAMPUR SUGAR MILLS LIMITED,132601.5176626111
1252,NGLFINE,NGL FINE-CHEM LIMITED,132480.68859707937
1253,XCHANGING,XCHANGING SOLUTIONS LIMITED,132298.9860017777
1254,KECL,KIRLOSKAR ELECTRIC COMPANY LIMITED,132042.8219652222
1255,CREST,CREST VENTURES LIMITED,132025.8376984127
1256,KOPRAN,KOPRAN LIMITED,131942.5467458651
1257,SELAN,SELAN EXPLORATION TECHNOLOGY LIMITED,131128.83174603173
1258,MUKKA,MUKKA PROTEINS LIMITED,130650.71428571429
1259,AVADHSUGAR,AVADH SUGAR & ENERGY LIMITED,130596.51792396826
1260,HLVLTD,HLV LIMITED,130265.04704313495
1261,SATINDLTD,SAT INDUSTRIES LIMITED,130055.289
1262,AVTNPL,AVT NATURAL PRODUCTS LIMITED,129635.50166984127
1263,RAJRILTD,RAJ RAYON INDUSTRIES LIMITED,129630.77362010717
1264,PPL,PRAKASH PIPES LIMITED,129232.00563123019
1265,VLSFINANCE,VLS FINANCE LIMITED,128383.32259207143
1266,DWARKESH,DWARIKESH SUGAR INDUSTRIES LIMITED,127920.07558601585
1267,SNOWMAN,SNOWMAN LOGISTICS LIMITED,127892.46661097219
1268,RKSWAMY,R K SWAMY LIMITED,127457.7576935476
1269,PDMJEPAPER,PUDUMJEE PAPER PRODUCTS LIMITED,127340.53464285715
1270,GULPOLY,GULSHAN POLYOLS LIMITED,126992.90069207545
1271,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LIMITED,126585.95388886107
1272,INDOAMIN,INDO AMINES LIMITED,126449.37527012694
1273,SANDESH,THE SANDESH LIMITED,126373.82651100794
1274,ASAL,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,125747.44306367853
1275,CONTROLPR,CONTROL PRINT LIMITED,125423.18317285719
1276,SAHANA,SAHANA SYSTEM LIMITED,125185.24399174997
1277,ELECTHERM,ELECTROTHERM (INDIA) LIMITED,124908.70363199207
